(((1*6)-(6/4))/((5*3)*3))	(/(-(*16)(/64))(*(*53)3))	(((16*)(64/)-)((53*)3*)/)
(((5*0)-(4+0))-((7-7)+(4+4)))	(-(-(*50)(+40))(+(-77)(+44)))	(((50*)(40+)-)((77-)(44+)+)-)
(((4*5)-(6+7))*((4-8)/(2+9)))	(*(-(*45)(+67))(/(-48)(+29)))	(((45*)(67+)-)((48-)(29+)/)*)
(((5-7)*(3-4))*((9+9)+2))	(*(*(-57)(-34))(+(+99)2))	(((57-)(34-)*)((99+)2+)*)
(((9/2)*6)*(7/(1*0)))	(*(*(/92)6)(/7(*10)))	(((92/)6*)(7(10*)/)*)
(((7/5)*(7-5))-((5/0)/(4-8)))	(-(*(/75)(-75))(/(/50)(-48)))	(((75/)(75-)*)((50/)(48-)/)-)
(((5*8)*(1+6))*(9-(3+1)))	(*(*(*58)(+16))(-9(+31)))	(((58*)(16+)*)(9(31+)-)*)
((2+(6-6))-((0-7)/(8*1)))	(-(+2(-66))(/(-07)(*81)))	((2(66-)+)((07-)(81*)/)-)
((1/(4/1))+((3/7)/8))	(+(/1(/41))(/(/37)8))	((1(41/)/)((37/)8/)+)
(((7/8)/(3*4))-((3-9)+(2-9)))	(-(/(/78)(*34))(+(-39)(-29)))	(((78/)(34*)/)((39-)(29-)+)-)
(((8+6)+8)-((8+7)/(7*3)))	(-(+(+86)8)(/(+87)(*73)))	(((86+)8+)((87+)(73*)/)-)
(((6+3)/(9-3))+((3/2)/(2/6)))	(+(/(+63)(-93))(/(/32)(/26)))	(((63+)(93-)/)((32/)(26/)/)+)
(((0/8)*(6-8))-((1-8)+(6/9)))	(-(*(/08)(-68))(+(-18)(/69)))	(((08/)(68-)*)((18-)(69/)+)-)
(((0/3)-(3+3))-((3+6)+7))	(-(-(/03)(+33))(+(+36)7))	(((03/)(33+)-)((36+)7+)-)
(((1-1)/(8/4))-((4*6)+(5*0)))	(-(/(-11)(/84))(+(*46)(*50)))	(((11-)(84/)/)((46*)(50*)+)-)
(((0-5)/(1+1))/((5*7)-(3/0)))	(/(/(-05)(+11))(-(*57)(/30)))	(((05-)(11+)/)((57*)(30/)-)/)
(((1/4)/(6-2))-((8/5)*(0/4)))	(-(/(/14)(-62))(*(/85)(/04)))	(((14/)(62-)/)((85/)(04/)*)-)
((8/(6*1))*((3/4)/(7+0)))	(*(/8(*61))(/(/34)(+70)))	((8(61*)/)((34/)(70+)/)*)
(((1+0)+(3*6))*((7/0)*(9*3)))	(*(+(+10)(*36))(*(/70)(*93)))	(((10+)(36*)+)((70/)(93*)*)*)
(((2/7)*(6+6))+((6+9)/(5/9)))	(+(*(/27)(+66))(/(+69)(/59)))	(((27/)(66+)*)((69+)(59/)/)+)
(((4+9)/(5*1))/((4/5)+(1*6)))	(/(/(+49)(*51))(+(/45)(*16)))	(((49+)(51*)/)((45/)(16*)+)/)
(((3+6)/2)-((3+6)-5))	(-(/(+36)2)(-(+36)5))	(((36+)2/)((36+)5-)-)
(((7*5)*(8-6))/(7/(4-2)))	(/(*(*75)(-86))(/7(-42)))	(((75*)(86-)*)(7(42-)/)/)
(((3/5)/(1-8))*((6/3)/8))	(*(/(/35)(-18))(/(/63)8))	(((35/)(18-)/)((63/)8/)*)
(((8*5)*(1/2))/(1+7))	(/(*(*85)(/12))(+17))	(((85*)(12/)*)(17+)/)
(((8/8)*(8-4))*((2+4)/4))	(*(*(/88)(-84))(/(+24)4))	(((88/)(84-)*)((24+)4/)*)
(((2+5)*(5/0))-(2+(5-1)))	(-(*(+25)(/50))(+2(-51)))	(((25+)(50/)*)(2(51-)+)-)
(((7+5)*(4+8))-((1*8)+(3/8)))	(-(*(+75)(+48))(+(*18)(/38)))	(((75+)(48+)*)((18*)(38/)+)-)
(((9+4)-(5/4))+((0/8)+(7+2)))	(+(-(+94)(/54))(+(/08)(+72)))	(((94+)(54/)-)((08/)(72+)+)+)
(((2*5)+9)-((4*8)*(6-0)))	(-(+(*25)9)(*(*48)(-60)))	(((25*)9+)((48*)(60-)*)-)
(((8*4)-(0+9))-((4/6)+(6+1)))	(-(-(*84)(+09))(+(/46)(+61)))	(((84*)(09+)-)((46/)(61+)+)-)
(((4/8)*(1-0))-((1+5)+(1/8)))	(-(*(/48)(-10))(+(+15)(/18)))	(((48/)(10-)*)((15+)(18/)+)-)
(((1-4)*(3+0))*((9*8)-(8*8)))	(*(*(-14)(+30))(-(*98)(*88)))	(((14-)(30+)*)((98*)(88*)-)*)
(((8/2)+6)/((2+5)-(0*8)))	(/(+(/82)6)(-(+25)(*08)))	(((82/)6+)((25+)(08*)-)/)
((7+4)-((7/6)*(0-0)))	(-(+74)(*(/76)(-00)))	((74+)((76/)(00-)*)-)
(((3+7)-(1-9))+((7*1)/(6+0)))	(+(-(+37)(-19))(/(*71)(+60)))	(((37+)(19-)-)((71*)(60+)/)+)
(((6/4)-(7+8))*(6-(8+0)))	(*(-(/64)(+78))(-6(+80)))	(((64/)(78+)-)(6(80+)-)*)
(((5*4)/(0-5))+((4/3)/(0-8)))	(+(/(*54)(-05))(/(/43)(-08)))	(((54*)(05-)/)((43/)(08-)/)+)
(((0*5)/8)+((0-4)-(4-1)))	(+(/(*05)8)(-(-04)(-41)))	(((05*)8/)((04-)(41-)-)+)
(((3/3)*(4-8))-((6-8)*(1*7)))	(-(*(/33)(-48))(*(-68)(*17)))	(((33/)(48-)*)((68-)(17*)*)-)
(((8*4)/6)-((0+8)*(5/8)))	(-(/(*84)6)(*(+08)(/58)))	(((84*)6/)((08+)(58/)*)-)
((3/(6*3))+((9*8)*(1/0)))	(+(/3(*63))(*(*98)(/10)))	((3(63*)/)((98*)(10/)*)+)
((7/(7+5))/((0/6)+(7-5)))	(/(/7(+75))(+(/06)(-75)))	((7(75+)/)((06/)(75-)+)/)
(((2-7)/(3-4))+((5/2)*(6/1)))	(+(/(-27)(-34))(*(/52)(/61)))	(((27-)(34-)/)((52/)(61/)*)+)
(((6+1)+2)*((8*8)/0))	(*(+(+61)2)(/(*88)0))	(((61+)2+)((88*)0/)*)
(((0*8)*3)-(6+(7+2)))	(-(*(*08)3)(+6(+72)))	(((08*)3*)(6(72+)+)-)
(((3+3)*(0/3))-((4/2)*(4-3)))	(-(*(+33)(/03))(*(/42)(-43)))	(((33+)(03/)*)((42/)(43-)*)-)
(((0/7)/3)-((4*6)*8))	(-(/(/07)3)(*(*46)8))	(((07/)3/)((46*)8*)-)
(((4-7)-(7*3))-((1/7)*(6*0)))	(-(-(-47)(*73))(*(/17)(*60)))	(((47-)(73*)-)((17/)(60*)*)-)
((5+1)+(6+(9-4)))	(+(+51)(+6(-94)))	((51+)(6(94-)+)+)
(((2/4)*4)+((5-3)+(2-6)))	(+(*(/24)4)(+(-53)(-26)))	(((24/)4*)((53-)(26-)+)+)
(((4+4)+(9+0))+(2/(8*8)))	(+(+(+44)(+90))(/2(*88)))	(((44+)(90+)+)(2(88*)/)+)
(((7/6)-(3/1))+((2+2)+(8*5)))	(+(-(/76)(/31))(+(+22)(*85)))	(((76/)(31/)-)((22+)(85*)+)+)
(((3*7)/(5+2))/((1-7)+6))	(/(/(*37)(+52))(+(-17)6))	(((37*)(52+)/)((17-)6+)/)
(((6-2)+(1-9))+((3-1)*8))	(+(+(-62)(-19))(*(-31)8))	(((62-)(19-)+)((31-)8*)+)
((5-(9-6))/((5/7)-(1/9)))	(/(-5(-96))(-(/57)(/19)))	((5(96-)-)((57/)(19/)-)/)
(((7/1)-(9*4))/((6+4)+7))	(/(-(/71)(*94))(+(+64)7))	(((71/)(94*)-)((64+)7+)/)
((0-6)+((3+4)-(3/1)))	(+(-06)(-(+34)(/31)))	((06-)((34+)(31/)-)+)
((2/(4*4))/(2/(6*6)))	(/(/2(*44))(/2(*66)))	((2(44*)/)(2(66*)/)/)
(((4/8)/6)+((3*5)/0))	(+(/(/48)6)(/(*35)0))	(((48/)6/)((35*)0/)+)
(((6+1)-(0+9))-((1*1)+(9+0)))	(-(-(+61)(+09))(+(*11)(+90)))	(((61+)(09+)-)((11*)(90+)+)-)
(((0*9)*(6/9))-((4*1)/(9+5)))	(-(*(*09)(/69))(/(*41)(+95)))	(((09*)(69/)*)((41*)(95+)/)-)
(((0*1)+4)+((9/5)-(4/7)))	(+(+(*01)4)(-(/95)(/47)))	(((01*)4+)((95/)(47/)-)+)
(((8*3)+(9-6))*((5-2)/(8/7)))	(*(+(*83)(-96))(/(-52)(/87)))	(((83*)(96-)+)((52-)(87/)/)*)
((3*(0-1))-(1/9))	(-(*3(-01))(/19))	((3(01-)*)(19/)-)
(((7*1)-(0-0))*(5+2))	(*(-(*71)(-00))(+52))	(((71*)(00-)-)(52+)*)
(((5-7)+(1*0))*((3/3)/2))	(*(+(-57)(*10))(/(/33)2))	(((57-)(10*)+)((33/)2/)*)
(((5*1)-(7*8))-((9*1)+(2-5)))	(-(-(*51)(*78))(+(*91)(-25)))	(((51*)(78*)-)((91*)(25-)+)-)
(((7/7)*7)/(2/(4+4)))	(/(*(/77)7)(/2(+44)))	(((77/)7*)(2(44+)/)/)
(((3/5)+8)*((8+7)-(4/4)))	(*(+(/35)8)(-(+87)(/44)))	(((35/)8+)((87+)(44/)-)*)
(((4/4)-(2+9))/((9-4)-(4/1)))	(/(-(/44)(+29))(-(-94)(/41)))	(((44/)(29+)-)((94-)(41/)-)/)
((6*(8-9))-((9/5)*(4/3)))	(-(*6(-89))(*(/95)(/43)))	((6(89-)*)((95/)(43/)*)-)
(((1*0)-(1/7))*(6+(5/5)))	(*(-(*10)(/17))(+6(/55)))	(((10*)(17/)-)(6(55/)+)*)
(((1*3)+(9-4))+((2*2)/(5/4)))	(+(+(*13)(-94))(/(*22)(/54)))	(((13*)(94-)+)((22*)(54/)/)+)
(((7*0)+(7/0))+(8*(9+7)))	(+(+(*70)(/70))(*8(+97)))	(((70*)(70/)+)(8(97+)*)+)
((1*(3+8))*(5*(4/5)))	(*(*1(+38))(*5(/45)))	((1(38+)*)(5(45/)*)*)
(((3+6)/(1+6))/((2/0)/(6/1)))	(/(/(+36)(+16))(/(/20)(/61)))	(((36+)(16+)/)((20/)(61/)/)/)
(((1*6)-(3+7))-((1*0)-5))	(-(-(*16)(+37))(-(*10)5))	(((16*)(37+)-)((10*)5-)-)
(((2+9)+(4*4))*((8*9)-(2*0)))	(*(+(+29)(*44))(-(*89)(*20)))	(((29+)(44*)+)((89*)(20*)-)*)
((6-(6*4))/((2-8)*(2-5)))	(/(-6(*64))(*(-28)(-25)))	((6(64*)-)((28-)(25-)*)/)
((6/5)-((1*2)*(4*9)))	(-(/65)(*(*12)(*49)))	((65/)((12*)(49*)*)-)
((2/(7/9))/((9+4)-(2*9)))	(/(/2(/79))(-(+94)(*29)))	((2(79/)/)((94+)(29*)-)/)
(((6/4)+6)/((4/1)-(8-8)))	(/(+(/64)6)(-(/41)(-88)))	(((64/)6+)((41/)(88-)-)/)
((7*4)/((7-4)-(7/4)))	(/(*74)(-(-74)(/74)))	((74*)((74-)(74/)-)/)
(((6*3)+9)/((2-6)+(6-0)))	(/(+(*63)9)(+(-26)(-60)))	(((63*)9+)((26-)(60-)+)/)
(((2*0)/(9+9))*((0+0)*9))	(*(/(*20)(+99))(*(+00)9))	(((20*)(99+)/)((00+)9*)*)
(((5/0)*(9+4))/((9/1)*(5-7)))	(/(*(/50)(+94))(*(/91)(-57)))	(((50/)(94+)*)((91/)(57-)*)/)
(((1*6)*(4+0))*((8*6)*(7*4)))	(*(*(*16)(+40))(*(*86)(*74)))	(((16*)(40+)*)((86*)(74*)*)*)
(((1+3)*(6-4))+((9*6)-(1-5)))	(+(*(+13)(-64))(-(*96)(-15)))	(((13+)(64-)*)((96*)(15-)-)+)
(((4-1)*(2*9))/((1-1)*(1+2)))	(/(*(-41)(*29))(*(-11)(+12)))	(((41-)(29*)*)((11-)(12+)*)/)
(((2-1)*(6-8))-((3+2)*(5*3)))	(-(*(-21)(-68))(*(+32)(*53)))	(((21-)(68-)*)((32+)(53*)*)-)
(((2/3)+(2+1))*((8-8)+1))	(*(+(/23)(+21))(+(-88)1))	(((23/)(21+)+)((88-)1+)*)
(((5*1)*1)/((9*5)*(1/4)))	(/(*(*51)1)(*(*95)(/14)))	(((51*)1*)((95*)(14/)*)/)
(((8+0)/(3-9))*((1-9)*(1/8)))	(*(/(+80)(-39))(*(-19)(/18)))	(((80+)(39-)/)((19-)(18/)*)*)
(((7/0)/(2*2))*(3*(6+0)))	(*(/(/70)(*22))(*3(+60)))	(((70/)(22*)/)(3(60+)*)*)
(((6-6)+(9+5))*((8*6)+1))	(*(+(-66)(+95))(+(*86)1))	(((66-)(95+)+)((86*)1+)*)
(((6*0)/1)+(0+(2*9)))	(+(/(*60)1)(+0(*29)))	(((60*)1/)(0(29*)+)+)
(((9+3)*(9/5))*((3+7)/(9*9)))	(*(*(+93)(/95))(/(+37)(*99)))	(((93+)(95/)*)((37+)(99*)/)*)
(((8*3)*(6+9))+((4+5)-(0+6)))	(+(*(*83)(+69))(-(+45)(+06)))	(((83*)(69+)*)((45+)(06+)-)+)
(((7+5)-(7/9))/((1-9)+(0+2)))	(/(-(+75)(/79))(+(-19)(+02)))	(((75+)(79/)-)((19-)(02+)+)/)
((6-(4+9))-((0+4)/(2+9)))	(-(-6(+49))(/(+04)(+29)))	((6(49+)-)((04+)(29+)/)-)
(((5-2)+(1+0))/((3+9)+(0/7)))	(/(+(-52)(+10))(+(+39)(/07)))	(((52-)(10+)+)((39+)(07/)+)/)
(((6+4)-(0/6))+((1-8)*(8-5)))	(+(-(+64)(/06))(*(-18)(-85)))	(((64+)(06/)-)((18-)(85-)*)+)
((2*(0-3))*((9-2)+(7/9)))	(*(*2(-03))(+(-92)(/79)))	((2(03-)*)((92-)(79/)+)*)
(((4+8)/(9+5))*(0+9))	(*(/(+48)(+95))(+09))	(((48+)(95+)/)(09+)*)
(((3/8)*(1*6))+((3+1)/8))	(+(*(/38)(*16))(/(+31)8))	(((38/)(16*)*)((31+)8/)+)
(((3+5)-(3+5))+(2/(0/1)))	(+(-(+35)(+35))(/2(/01)))	(((35+)(35+)-)(2(01/)/)+)
(((3+2)/(0/7))/((6/4)-(8+9)))	(/(/(+32)(/07))(-(/64)(+89)))	(((32+)(07/)/)((64/)(89+)-)/)
(((2/3)+4)-((8-4)*(3*1)))	(-(+(/23)4)(*(-84)(*31)))	(((23/)4+)((84-)(31*)*)-)
(((4*1)*(0-9))*((2*9)*(0-5)))	(*(*(*41)(-09))(*(*29)(-05)))	(((41*)(09-)*)((29*)(05-)*)*)
(((5/5)-(2+5))/((3+1)+(5+1)))	(/(-(/55)(+25))(+(+31)(+51)))	(((55/)(25+)-)((31+)(51+)+)/)
((7+5)*((6*4)-(0*6)))	(*(+75)(-(*64)(*06)))	((75+)((64*)(06*)-)*)
((0-(3/1))/((1/7)+(7-6)))	(/(-0(/31))(+(/17)(-76)))	((0(31/)-)((17/)(76-)+)/)
(((4-1)-(0+3))/((4+2)/(0/8)))	(/(-(-41)(+03))(/(+42)(/08)))	(((41-)(03+)-)((42+)(08/)/)/)
(((4+3)+(2/1))/((6/1)*(9*7)))	(/(+(+43)(/21))(*(/61)(*97)))	(((43+)(21/)+)((61/)(97*)*)/)
(((8/5)/(0+6))*((4/4)-(1*7)))	(*(/(/85)(+06))(-(/44)(*17)))	(((85/)(06+)/)((44/)(17*)-)*)
((7*(6/2))-((8*2)*(5/7)))	(-(*7(/62))(*(*82)(/57)))	((7(62/)*)((82*)(57/)*)-)
(((2*6)/2)/((1-2)+(2/8)))	(/(/(*26)2)(+(-12)(/28)))	(((26*)2/)((12-)(28/)+)/)
(((4*4)/5)-(5*(0-7)))	(-(/(*44)5)(*5(-07)))	(((44*)5/)(5(07-)*)-)
(((4-8)/(8*9))/(0/(8*4)))	(/(/(-48)(*89))(/0(*84)))	(((48-)(89*)/)(0(84*)/)/)
((1+(3*3))-((4/3)-(5-7)))	(-(+1(*33))(-(/43)(-57)))	((1(33*)+)((43/)(57-)-)-)
(((3*1)/(5+6))+((7+6)-(3+9)))	(+(/(*31)(+56))(-(+76)(+39)))	(((31*)(56+)/)((76+)(39+)-)+)
(((9/1)-(6*0))+((3-8)-(7-9)))	(+(-(/91)(*60))(-(-38)(-79)))	(((91/)(60*)-)((38-)(79-)-)+)
(((2+4)/(4*6))-((4*3)/(3/7)))	(-(/(+24)(*46))(/(*43)(/37)))	(((24+)(46*)/)((43*)(37/)/)-)
(((5*8)-(6+4))*(9/(1*8)))	(*(-(*58)(+64))(/9(*18)))	(((58*)(64+)-)(9(18*)/)*)
(((8*3)-(3-1))*5)	(*(-(*83)(-31))5)	(((83*)(31-)-)5*)
((4*(8-3))+((0/8)*(9-6)))	(+(*4(-83))(*(/08)(-96)))	((4(83-)*)((08/)(96-)*)+)
(((2-9)/(5-8))/((8-0)*(0*8)))	(/(/(-29)(-58))(*(-80)(*08)))	(((29-)(58-)/)((80-)(08*)*)/)
(((2/8)-(0+5))+((0-2)+(3-6)))	(+(-(/28)(+05))(+(-02)(-36)))	(((28/)(05+)-)((02-)(36-)+)+)
(((8-1)-(3-1))-((1*5)+(9*1)))	(-(-(-81)(-31))(+(*15)(*91)))	(((81-)(31-)-)((15*)(91*)+)-)
((4/(4*8))/((6-3)/(9*5)))	(/(/4(*48))(/(-63)(*95)))	((4(48*)/)((63-)(95*)/)/)
((2-(5-6))-((8/6)*(4-1)))	(-(-2(-56))(*(/86)(-41)))	((2(56-)-)((86/)(41-)*)-)
(((1*0)-(3-9))*((6-7)*(8*7)))	(*(-(*10)(-39))(*(-67)(*87)))	(((10*)(39-)-)((67-)(87*)*)*)
(((4-2)*(0+7))/(4+6))	(/(*(-42)(+07))(+46))	(((42-)(07+)*)(46+)/)
(((8-1)-(0*0))+((5-3)*(9/1)))	(+(-(-81)(*00))(*(-53)(/91)))	(((81-)(00*)-)((53-)(91/)*)+)
(((1+7)+(4*1))*(4/(3+0)))	(*(+(+17)(*41))(/4(+30)))	(((17+)(41*)+)(4(30+)/)*)
(((7*4)/(3+6))-(3-5))	(-(/(*74)(+36))(-35))	(((74*)(36+)/)(35-)-)
(((5-9)/(5-2))+((0+5)+(0/0)))	(+(/(-59)(-52))(+(+05)(/00)))	(((59-)(52-)/)((05+)(00/)+)+)
((1-(8*6))/((3+5)*(3+5)))	(/(-1(*86))(*(+35)(+35)))	((1(86*)-)((35+)(35+)*)/)
(((2/9)+(3+5))-(6/(5*3)))	(-(+(/29)(+35))(/6(*53)))	(((29/)(35+)+)(6(53*)/)-)
(((5-0)/(3/7))/((1/7)+0))	(/(/(-50)(/37))(+(/17)0))	(((50-)(37/)/)((17/)0+)/)
((8-(0+0))+((2+7)/(8-2)))	(+(-8(+00))(/(+27)(-82)))	((8(00+)-)((27+)(82-)/)+)
(((8-2)+(1/5))+((8+5)-3))	(+(+(-82)(/15))(-(+85)3))	(((82-)(15/)+)((85+)3-)+)
(((0-5)*(9*4))/((2/9)*(7/8)))	(/(*(-05)(*94))(*(/29)(/78)))	(((05-)(94*)*)((29/)(78/)*)/)
(((8+9)-(5+7))/((9/5)/7))	(/(-(+89)(+57))(/(/95)7))	(((89+)(57+)-)((95/)7/)/)
(((2*1)*(9-2))*(6/(1-1)))	(*(*(*21)(-92))(/6(-11)))	(((21*)(92-)*)(6(11-)/)*)
(((7+5)/(4*5))+(7/(5*0)))	(+(/(+75)(*45))(/7(*50)))	(((75+)(45*)/)(7(50*)/)+)
(((2*5)+(3*5))*((3*4)/5))	(*(+(*25)(*35))(/(*34)5))	(((25*)(35*)+)((34*)5/)*)
(((3-2)/8)-((8-7)*(2*4)))	(-(/(-32)8)(*(-87)(*24)))	(((32-)8/)((87-)(24*)*)-)
(((7/3)-(6-5))-((5-4)*(6/5)))	(-(-(/73)(-65))(*(-54)(/65)))	(((73/)(65-)-)((54-)(65/)*)-)
(((8/4)*(6/9))+(2+(0-5)))	(+(*(/84)(/69))(+2(-05)))	(((84/)(69/)*)(2(05-)+)+)
(((1*5)+5)-((9-1)*(3/8)))	(-(+(*15)5)(*(-91)(/38)))	(((15*)5+)((91-)(38/)*)-)
(((1/9)*(6*9))*((6*6)*(3-3)))	(*(*(/19)(*69))(*(*66)(-33)))	(((19/)(69*)*)((66*)(33-)*)*)
(((0-0)/(3/2))+((2*3)/(9+4)))	(+(/(-00)(/32))(/(*23)(+94)))	(((00-)(32/)/)((23*)(94+)/)+)
(((8/1)-(8*3))*((5*2)/(2+4)))	(*(-(/81)(*83))(/(*52)(+24)))	(((81/)(83*)-)((52*)(24+)/)*)
(5*((5*5)+0))	(*5(+(*55)0))	(5((55*)0+)*)
(((6-8)*9)+((1-4)-(5-0)))	(+(*(-68)9)(-(-14)(-50)))	(((68-)9*)((14-)(50-)-)+)
(((6+7)*(4*6))-((5/9)*7))	(-(*(+67)(*46))(*(/59)7))	(((67+)(46*)*)((59/)7*)-)
((0+(8*5))+(2+(5+5)))	(+(+0(*85))(+2(+55)))	((0(85*)+)(2(55+)+)+)
(((9-2)+(1/8))+((0*0)-(6+1)))	(+(+(-92)(/18))(-(*00)(+61)))	(((92-)(18/)+)((00*)(61+)-)+)
(((4-2)+(4*1))*((6*9)-(0+6)))	(*(+(-42)(*41))(-(*69)(+06)))	(((42-)(41*)+)((69*)(06+)-)*)
(((5+0)+(8+0))-((0+4)*(8*9)))	(-(+(+50)(+80))(*(+04)(*89)))	(((50+)(80+)+)((04+)(89*)*)-)
(((3/9)/(4*9))*(4/(5*0)))	(*(/(/39)(*49))(/4(*50)))	(((39/)(49*)/)(4(50*)/)*)
((1-(7/7))/((9*1)+(9+6)))	(/(-1(/77))(+(*91)(+96)))	((1(77/)-)((91*)(96+)+)/)
((5*(9/6))/((9+2)/(4*9)))	(/(*5(/96))(/(+92)(*49)))	((5(96/)*)((92+)(49*)/)/)
(((0-2)*(3*8))/((5-3)-(2-9)))	(/(*(-02)(*38))(-(-53)(-29)))	(((02-)(38*)*)((53-)(29-)-)/)
(((3+5)-(5*3))/((7*6)/(5-9)))	(/(-(+35)(*53))(/(*76)(-59)))	(((35+)(53*)-)((76*)(59-)/)/)
((0*(4+5))-(8/(7+7)))	(-(*0(+45))(/8(+77)))	((0(45+)*)(8(77+)/)-)
((2+(1-4))*((5+3)/(7+9)))	(*(+2(-14))(/(+53)(+79)))	((2(14-)+)((53+)(79+)/)*)
(((0*2)+2)+((4+1)+(5*2)))	(+(+(*02)2)(+(+41)(*52)))	(((02*)2+)((41+)(52*)+)+)
(((6-5)+(0+9))-((1*8)*(6-6)))	(-(+(-65)(+09))(*(*18)(-66)))	(((65-)(09+)+)((18*)(66-)*)-)
(((3/2)/(5*3))*((5/9)+(4+4)))	(*(/(/32)(*53))(+(/59)(+44)))	(((32/)(53*)/)((59/)(44+)+)*)
(((5-3)*(8*0))*((1/5)+(3*3)))	(*(*(-53)(*80))(+(/15)(*33)))	(((53-)(80*)*)((15/)(33*)+)*)
(((5-0)+(5+6))/((4*4)-(8-0)))	(/(+(-50)(+56))(-(*44)(-80)))	(((50-)(56+)+)((44*)(80-)-)/)
(((0*1)-(8*5))-((2/4)/7))	(-(-(*01)(*85))(/(/24)7))	(((01*)(85*)-)((24/)7/)-)
(((7-1)+9)-((0+4)-(3+9)))	(-(+(-71)9)(-(+04)(+39)))	(((71-)9+)((04+)(39+)-)-)
((9-(6-9))/((8+2)/2))	(/(-9(-69))(/(+82)2))	((9(69-)-)((82+)2/)/)
(((2*8)+(2/4))*((2-0)*(1-1)))	(*(+(*28)(/24))(*(-20)(-11)))	(((28*)(24/)+)((20-)(11-)*)*)
(((8*9)/(3/5))*((3-9)-(6*5)))	(*(/(*89)(/35))(-(-39)(*65)))	(((89*)(35/)/)((39-)(65*)-)*)
(((7-1)-(2/8))/(8+8))	(/(-(-71)(/28))(+88))	(((71-)(28/)-)(88+)/)
(((3*5)-(2-9))-((9+3)+(2+5)))	(-(-(*35)(-29))(+(+93)(+25)))	(((35*)(29-)-)((93+)(25+)+)-)
(((3*4)-(6/7))+((2-8)+(8+1)))	(+(-(*34)(/67))(+(-28)(+81)))	(((34*)(67/)-)((28-)(81+)+)+)
(((9*0)*(6*7))-(2+(1+8)))	(-(*(*90)(*67))(+2(+18)))	(((90*)(67*)*)(2(18+)+)-)
((2-(9/0))*(4/(9+4)))	(*(-2(/90))(/4(+94)))	((2(90/)-)(4(94+)/)*)
(((5-7)*(5-0))*((9/3)+(9-7)))	(*(*(-57)(-50))(+(/93)(-97)))	(((57-)(50-)*)((93/)(97-)+)*)
(((3/8)/(1/1))-(8*7))	(-(/(/38)(/11))(*87))	(((38/)(11/)/)(87*)-)
((5/(1-3))/((8*5)-(9-9)))	(/(/5(-13))(-(*85)(-99)))	((5(13-)/)((85*)(99-)-)/)
(((6*7)*(3-3))/((3*8)+(1/6)))	(/(*(*67)(-33))(+(*38)(/16)))	(((67*)(33-)*)((38*)(16/)+)/)
(((7-8)*(5+1))*((3*1)-(0+7)))	(*(*(-78)(+51))(-(*31)(+07)))	(((78-)(51+)*)((31*)(07+)-)*)
(((5/3)-1)*(1-(2*3)))	(*(-(/53)1)(-1(*23)))	(((53/)1-)(1(23*)-)*)
(((6*8)+(0+3))*((3*3)*2))	(*(+(*68)(+03))(*(*33)2))	(((68*)(03+)+)((33*)2*)*)
(((5*6)-(0+9))+((4-3)-(7+3)))	(+(-(*56)(+09))(-(-43)(+73)))	(((56*)(09+)-)((43-)(73+)-)+)
(((5+1)/(8/5))/((5+2)+(2+1)))	(/(/(+51)(/85))(+(+52)(+21)))	(((51+)(85/)/)((52+)(21+)+)/)
((7+7)/((9+8)-(8*8)))	(/(+77)(-(+98)(*88)))	((77+)((98+)(88*)-)/)
(((0*3)*(1/8))+((7/7)-(5*9)))	(+(*(*03)(/18))(-(/77)(*59)))	(((03*)(18/)*)((77/)(59*)-)+)
(((2*2)+(2+1))-((1+4)+(9/6)))	(-(+(*22)(+21))(+(+14)(/96)))	(((22*)(21+)+)((14+)(96/)+)-)
(((3*8)-(3/4))/(0+(4*0)))	(/(-(*38)(/34))(+0(*40)))	(((38*)(34/)-)(0(40*)+)/)
(((9-4)/(2/1))+((7-8)*0))	(+(/(-94)(/21))(*(-78)0))	(((94-)(21/)/)((78-)0*)+)
(((4/8)*(0*1))*(5/(6/6)))	(*(*(/48)(*01))(/5(/66)))	(((48/)(01*)*)(5(66/)/)*)
(((2-9)+(3/4))-((1+1)-(4*6)))	(-(+(-29)(/34))(-(+11)(*46)))	(((29-)(34/)+)((11+)(46*)-)-)
((6-(3*6))/((9/8)*(5-6)))	(/(-6(*36))(*(/98)(-56)))	((6(36*)-)((98/)(56-)*)/)
(((0*3)-(2*7))/((8*0)-1))	(/(-(*03)(*27))(-(*80)1))	(((03*)(27*)-)((80*)1-)/)
(((6-8)*(8*7))/((9/7)*2))	(/(*(-68)(*87))(*(/97)2))	(((68-)(87*)*)((97/)2*)/)
(((0-2)*(9-7))-((1+5)-(2*7)))	(-(*(-02)(-97))(-(+15)(*27)))	(((02-)(97-)*)((15+)(27*)-)-)
(((7+2)-(3+3))/((5*3)*(2-0)))	(/(-(+72)(+33))(*(*53)(-20)))	(((72+)(33+)-)((53*)(20-)*)/)
(((4+7)/(1*2))*((0*4)*(8*5)))	(*(/(+47)(*12))(*(*04)(*85)))	(((47+)(12*)/)((04*)(85*)*)*)
(((4/4)-(6/8))/((5-4)-7))	(/(-(/44)(/68))(-(-54)7))	(((44/)(68/)-)((54-)7-)/)
(((6-8)/(8+6))+((6/1)*(6/8)))	(+(/(-68)(+86))(*(/61)(/68)))	(((68-)(86+)/)((61/)(68/)*)+)
(((3*7)+(5+6))+(0-(5/3)))	(+(+(*37)(+56))(-0(/53)))	(((37*)(56+)+)(0(53/)-)+)
