(2/(5*(0*(6-6))))	(/2(*5(*0(-66))))	(2(5(0(66-)*)*)/)
(((4*2)-(0-6))/((8+(6/4))+((8+4)-6)))	(/(-(*42)(-06))(+(+8(/64))(-(+84)6)))	(((42*)(06-)-)((8(64/)+)((84+)6-)+)/)
(((7/9)*(4-4))-((6-(5+2))+((4/6)*(6-9))))	(-(*(/79)(-44))(+(-6(+52))(*(/46)(-69))))	(((79/)(44-)*)((6(52+)-)((46/)(69-)*)+)-)
(((0+0)+(1*1))-(((4*1)*3)+9))	(-(+(+00)(*11))(+(*(*41)3)9))	(((00+)(11*)+)(((41*)3*)9+)-)
(((7+1)-(5*9))*(((2-1)-0)-(1+0)))	(*(-(+71)(*59))(-(-(-21)0)(+10)))	(((71+)(59*)-)(((21-)0-)(10+)-)*)
(((5/6)-(4*9))*(((7*7)+8)*(1-(8-4))))	(*(-(/56)(*49))(*(+(*77)8)(-1(-84))))	(((56/)(49*)-)(((77*)8+)(1(84-)-)*)*)
(((3*2)/(0-0))-(((3-6)-7)-((2/2)/7)))	(-(/(*32)(-00))(-(-(-36)7)(/(/22)7)))	(((32*)(00-)/)(((36-)7-)((22/)7/)-)-)
(((0+2)-(8/2))-(((6/3)*1)*((1/7)/(9*5))))	(-(-(+02)(/82))(*(*(/63)1)(/(/17)(*95))))	(((02+)(82/)-)(((63/)1*)((17/)(95*)/)*)-)
(((0*8)*(2+1))/(((4-4)-(8/1))/0))	(/(*(*08)(+21))(/(-(-44)(/81))0))	(((08*)(21+)*)(((44-)(81/)-)0/)/)
(((1/2)+(3/2))+(((2+0)+(4/7))*(5-0)))	(+(+(/12)(/32))(*(+(+20)(/47))(-50)))	(((12/)(32/)+)(((20+)(47/)+)(50-)*)+)
(((9/6)/(4/3))/(((9-4)*(3/9))*(2*(6+9))))	(/(/(/96)(/43))(*(*(-94)(/39))(*2(+69))))	(((96/)(43/)/)(((94-)(39/)*)(2(69+)*)*)/)
(((2/5)/(6/8))/(((5*0)-(1/8))-((9-0)*5)))	(/(/(/25)(/68))(-(-(*50)(/18))(*(-90)5)))	(((25/)(68/)/)(((50*)(18/)-)((90-)5*)-)/)
(((3-3)-(5/6))/(((6/4)*(6*9))/((9*3)*(0/3))))	(/(-(-33)(/56))(/(*(/64)(*69))(*(*93)(/03))))	(((33-)(56/)-)(((64/)(69*)*)((93*)(03/)*)/)/)
(((6/7)-(3+(0+3)))+8)	(+(-(/67)(+3(+03)))8)	(((67/)(3(03+)+)-)8+)
(((5*2)/(9+(2*7)))-(7/8))	(-(/(*52)(+9(*27)))(/78))	(((52*)(9(27*)+)/)(78/)-)
(((4*2)/(8+(0/3)))-(3/(2/6)))	(-(/(*42)(+8(/03)))(/3(/26)))	(((42*)(8(03/)+)/)(3(26/)/)-)
(((1-1)*(7*(0-1)))+(2-(3*(0+0))))	(+(*(-11)(*7(-01)))(-2(*3(+00))))	(((11-)(7(01-)*)*)(2(3(00+)*)-)+)
(((9+6)+(2/(8/6)))-(4-((6+2)/0)))	(-(+(+96)(/2(/86)))(-4(/(+62)0)))	(((96+)(2(86/)/)+)(4((62+)0/)-)-)
(((9+1)/(3-(7-7)))*(5/((8/6)/(1*5))))	(*(/(+91)(-3(-77)))(/5(/(/86)(*15))))	(((91+)(3(77-)-)/)(5((86/)(15*)/)/)*)
(((2*6)/(7/(0*0)))+((9/7)*2))	(+(/(*26)(/7(*00)))(*(/97)2))	(((26*)(7(00*)/)/)((97/)2*)+)
(((8-3)/(0/(1+6)))/((9*7)-(7+6)))	(/(/(-83)(/0(+16)))(-(*97)(+76)))	(((83-)(0(16+)/)/)((97*)(76+)-)/)
(((5+5)+(9*(2/4)))+((7-9)/(2/(8+9))))	(+(+(+55)(*9(/24)))(/(-79)(/2(+89))))	(((55+)(9(24/)*)+)((79-)(2(89+)/)/)+)
(((7+0)-(6/(3/5)))/((2/9)*((0/4)*6)))	(/(-(+70)(/6(/35)))(*(/29)(*(/04)6)))	(((70+)(6(35/)/)-)((29/)((04/)6*)*)/)
(((0-4)+(7/(8/9)))-((9+4)+((4+0)+(3-8))))	(-(+(-04)(/7(/89)))(+(+94)(+(+40)(-38))))	(((04-)(7(89/)/)+)((94+)((40+)(38-)+)+)-)
(((1-4)-(7+(8*3)))/((3/(2-5))-9))	(/(-(-14)(+7(*83)))(-(/3(-25))9))	(((14-)(7(83*)+)-)((3(25-)/)9-)/)
(((7*2)-(7-(9+9)))/((0*(1*2))+(5-5)))	(/(-(*72)(-7(+99)))(+(*0(*12))(-55)))	(((72*)(7(99+)-)-)((0(12*)*)(55-)+)/)
(((5-4)-(8*(1*2)))-((8*(8*3))*(3+(1*6))))	(-(-(-54)(*8(*12)))(*(*8(*83))(+3(*16))))	(((54-)(8(12*)*)-)((8(83*)*)(3(16*)+)*)-)
(((4/7)/(8/(2*2)))*((7+(1+2))/((7/0)/9)))	(*(/(/47)(/8(*22)))(/(+7(+12))(/(/70)9)))	(((47/)(8(22*)/)/)((7(12+)+)((70/)9/)/)*)
(((5-0)*(6+(4/7)))-((4+(8/0))*((8-4)/(4+4))))	(-(*(-50)(+6(/47)))(*(+4(/80))(/(-84)(+44))))	(((50-)(6(47/)+)*)((4(80/)+)((84-)(44+)/)*)-)
(((8-5)*(6-(2*1)))-(((4+6)*0)/9))	(-(*(-85)(-6(*21)))(/(*(+46)0)9))	(((85-)(6(21*)-)*)(((46+)0*)9/)-)
(((7+1)-(6-(0-9)))-(((3*9)/6)/(2/1)))	(-(-(+71)(-6(-09)))(/(/(*39)6)(/21)))	(((71+)(6(09-)-)-)(((39*)6/)(21/)/)-)
(((4/5)/(0+(8*9)))-(((7-3)-6)-(4-(4/9))))	(-(/(/45)(+0(*89)))(-(-(-73)6)(-4(/49))))	(((45/)(0(89*)+)/)(((73-)6-)(4(49/)-)-)-)
(((2+9)+(9-(0+0)))/(((8*8)*1)-((2*1)+9)))	(/(+(+29)(-9(+00)))(-(*(*88)1)(+(*21)9)))	(((29+)(9(00+)-)+)(((88*)1*)((21*)9+)-)/)
(((5/4)-(8-(9+4)))/(((7*6)+7)/((4-7)*(2*7))))	(/(-(/54)(-8(+94)))(/(+(*76)7)(*(-47)(*27))))	(((54/)(8(94+)-)-)(((76*)7+)((47-)(27*)*)/)/)
(((0-1)+(3+(0-7)))*(((3+6)*(2/1))-3))	(*(+(-01)(+3(-07)))(-(*(+36)(/21))3))	(((01-)(3(07-)+)+)(((36+)(21/)*)3-)*)
(((6*9)-(6-(3*7)))/(((6*3)+(5/7))*(9-5)))	(/(-(*69)(-6(*37)))(*(+(*63)(/57))(-95)))	(((69*)(6(37*)-)-)(((63*)(57/)+)(95-)*)/)
(((8*6)*(8+(8*1)))*(((5+4)/(7-2))*(8+(8*4))))	(*(*(*86)(+8(*81)))(*(/(+54)(-72))(+8(*84))))	(((86*)(8(81*)+)*)(((54+)(72-)/)(8(84*)+)*)*)
(((0-8)/(7+(5*6)))-(((6/5)+(8-1))-((1-5)-7)))	(-(/(-08)(+7(*56)))(-(+(/65)(-81))(-(-15)7)))	(((08-)(7(56*)+)/)(((65/)(81-)+)((15-)7-)-)-)
(((1/1)-(9+(1+0)))+(((1+0)-(9/3))/((3*7)-(7-5))))	(+(-(/11)(+9(+10)))(/(-(+10)(/93))(-(*37)(-75))))	(((11/)(9(10+)+)-)(((10+)(93/)-)((37*)(75-)-)/)+)
(((7-4)-((5*1)+4))+6)	(+(-(-74)(+(*51)4))6)	(((74-)((51*)4+)-)6+)
(((5-8)*((9*5)+9))+(8+5))	(+(*(-58)(+(*95)9))(+85))	(((58-)((95*)9+)*)(85+)+)
(((4-7)*((6/1)+7))/(2*(8-1)))	(/(*(-47)(+(/61)7))(*2(-81)))	(((47-)((61/)7+)*)(2(81-)*)/)
(((1/9)*((3/6)+7))/(3/(2*(3*6))))	(/(*(/19)(+(/36)7))(/3(*2(*36))))	(((19/)((36/)7+)*)(3(2(36*)*)/)/)
(((5+9)-((1/9)*9))+(0-((3*2)/0)))	(+(-(+59)(*(/19)9))(-0(/(*32)0)))	(((59+)((19/)9*)-)(0((32*)0/)-)+)
(((9-6)-((5-0)-2))+(2*((9+3)/(7+7))))	(+(-(-96)(-(-50)2))(*2(/(+93)(+77))))	(((96-)((50-)2-)-)(2((93+)(77+)/)*)+)
(((0+1)-((5+7)-8))*((9/9)/8))	(*(-(+01)(-(+57)8))(/(/99)8))	(((01+)((57+)8-)-)((99/)8/)*)
(((2*7)+((6+0)*3))-((1*0)*(0+6)))	(-(+(*27)(*(+60)3))(*(*10)(+06)))	(((27*)((60+)3*)+)((10*)(06+)*)-)
(((8-9)/((0/8)-1))+((5/9)-(8-(8/6))))	(+(/(-89)(-(/08)1))(-(/59)(-8(/86))))	(((89-)((08/)1-)/)((59/)(8(86/)-)-)+)
(((7/1)+((0+7)-2))/((2+3)/((5+6)/5)))	(/(+(/71)(-(+07)2))(/(+23)(/(+56)5)))	(((71/)((07+)2-)+)((23+)((56+)5/)/)/)
(((7/3)/((0/4)+5))-((6*3)*((0*5)/(9-5))))	(-(/(/73)(+(/04)5))(*(*63)(/(*05)(-95))))	(((73/)((04/)5+)/)((63*)((05*)(95-)/)*)-)
(((2-6)-((4+3)+2))/((8*(4+0))+3))	(/(-(-26)(+(+43)2))(+(*8(+40))3))	(((26-)((43+)2+)-)((8(40+)*)3+)/)
(((7*1)-((7-9)-6))-((6*(6+2))-(1*8)))	(-(-(*71)(-(-79)6))(-(*6(+62))(*18)))	(((71*)((79-)6-)-)((6(62+)*)(18*)-)-)
(((4+4)+((0*9)-7))+((1-(5/5))/(2+(8/0))))	(+(+(+44)(-(*09)7))(/(-1(/55))(+2(/80))))	(((44+)((09*)7-)+)((1(55/)-)(2(80/)+)/)+)
(((5+5)+((5+9)-6))+((4*(0*8))*((8*5)/7)))	(+(+(+55)(-(+59)6))(*(*4(*08))(/(*85)7)))	(((55+)((59+)6-)+)((4(08*)*)((85*)7/)*)+)
(((2/0)+((2+3)-1))-((1*(4+6))*((4*5)-(3-4))))	(-(+(/20)(-(+23)1))(*(*1(+46))(-(*45)(-34))))	(((20/)((23+)1-)+)((1(46+)*)((45*)(34-)-)*)-)
(((8-5)*((5*9)/9))*(((9*1)*5)-8))	(*(*(-85)(/(*59)9))(-(*(*91)5)8))	(((85-)((59*)9/)*)(((91*)5*)8-)*)
(((7*1)-((1+1)-6))+(((2*8)+0)-(5+4)))	(+(-(*71)(-(+11)6))(-(+(*28)0)(+54)))	(((71*)((11+)6-)-)(((28*)0+)(54+)-)+)
(((0-9)+((7/4)/2))/(((2/6)*0)*(0/(4-0))))	(/(+(-09)(/(/74)2))(*(*(/26)0)(/0(-40))))	(((09-)((74/)2/)+)(((26/)0*)(0(40-)/)*)/)
(((4-0)/((0*1)+4))*(((1-4)-5)+((1-8)*3)))	(*(/(-40)(+(*01)4))(+(-(-14)5)(*(-18)3)))	(((40-)((01*)4+)/)(((14-)5-)((18-)3*)+)*)
(((7/8)*((6*1)/2))-(((9*7)+2)*((7-6)+(6-3))))	(-(*(/78)(/(*61)2))(*(+(*97)2)(+(-76)(-63))))	(((78/)((61*)2/)*)(((97*)2+)((76-)(63-)+)*)-)
(((6-9)+((1*6)-3))*(((1*5)/(1/7))/3))	(*(+(-69)(-(*16)3))(/(/(*15)(/17))3))	(((69-)((16*)3-)+)(((15*)(17/)/)3/)*)
(((2/4)-((2+7)-5))/(((4-6)*(0+5))+(8-2)))	(/(-(/24)(-(+27)5))(+(*(-46)(+05))(-82)))	(((24/)((27+)5-)-)(((46-)(05+)*)(82-)+)/)
(((0/5)-((7/8)*3))/(((1/3)/(4+6))/(4+(0+4))))	(/(-(/05)(*(/78)3))(/(/(/13)(+46))(+4(+04))))	(((05/)((78/)3*)-)(((13/)(46+)/)(4(04+)+)/)/)
(((4+3)+((6+1)/5))/(((0*1)/(6*1))-((4/4)-7)))	(/(+(+43)(/(+61)5))(-(/(*01)(*61))(-(/44)7)))	(((43+)((61+)5/)+)(((01*)(61*)/)((44/)7-)-)/)
(((9/0)*((2/0)/3))/(((2-0)-(6*4))*((4-1)/(2*1))))	(/(*(/90)(/(/20)3))(*(-(-20)(*64))(/(-41)(*21))))	(((90/)((20/)3/)*)(((20-)(64*)-)((41-)(21*)/)*)/)
(((6+7)-((8-6)-(8*6)))-7)	(-(-(+67)(-(-86)(*86)))7)	(((67+)((86-)(86*)-)-)7-)
(((3*9)/((6/3)/(1+0)))+(9*7))	(+(/(*39)(/(/63)(+10)))(*97))	(((39*)((63/)(10+)/)/)(97*)+)
(((3/8)*((5-5)/(0+9)))/(9-(9*5)))	(/(*(/38)(/(-55)(+09)))(-9(*95)))	(((38/)((55-)(09+)/)*)(9(95*)-)/)
(((6-7)-((9/4)*(9*0)))+(8/(8/(6+2))))	(+(-(-67)(*(/94)(*90)))(/8(/8(+62))))	(((67-)((94/)(90*)*)-)(8(8(62+)/)/)+)
(((1*9)+((4*0)-(1-5)))*(6*((6-0)+3)))	(*(+(*19)(-(*40)(-15)))(*6(+(-60)3)))	(((19*)((40*)(15-)-)+)(6((60-)3+)*)*)
(((2*8)*((4*3)-(7*4)))*(6*((3/7)-(1/2))))	(*(*(*28)(-(*43)(*74)))(*6(-(/37)(/12))))	(((28*)((43*)(74*)-)*)(6((37/)(12/)-)*)*)
(((1+5)-((6/9)*(9-3)))-((8+0)+3))	(-(-(+15)(*(/69)(-93)))(+(+80)3))	(((15+)((69/)(93-)*)-)((80+)3+)-)
(((4/4)-((2*9)*(6/7)))-((6-9)-(9+4)))	(-(-(/44)(*(*29)(/67)))(-(-69)(+94)))	(((44/)((29*)(67/)*)-)((69-)(94+)-)-)
(((7-6)/((5*4)+(4+7)))*((1-0)-(0*(8/2))))	(*(/(-76)(+(*54)(+47)))(-(-10)(*0(/82))))	(((76-)((54*)(47+)+)/)((10-)(0(82/)*)-)*)
(((7*9)*((9/7)*(7+9)))-((5*3)+((9-4)-6)))	(-(*(*79)(*(/97)(+79)))(+(*53)(-(-94)6)))	(((79*)((97/)(79+)*)*)((53*)((94-)6-)+)-)
(((4*7)/((3/1)+(0+1)))+((7-0)-((9/8)+(5-7))))	(+(/(*47)(+(/31)(+01)))(-(-70)(+(/98)(-57))))	(((47*)((31/)(01+)+)/)((70-)((98/)(57-)+)-)+)
(((2+7)/((8/9)+(5+8)))/((2+(0-8))+6))	(/(/(+27)(+(/89)(+58)))(+(+2(-08))6))	(((27+)((89/)(58+)+)/)((2(08-)+)6+)/)
(((9*7)*((6/5)+(2*8)))-((6-(4*3))*(3-0)))	(-(*(*97)(+(/65)(*28)))(*(-6(*43))(-30)))	(((97*)((65/)(28*)+)*)((6(43*)-)(30-)*)-)
(((4/9)+((1-5)/(7/1)))/((4/(9-2))*(6-(3-6))))	(/(+(/49)(/(-15)(/71)))(*(/4(-92))(-6(-36))))	(((49/)((15-)(71/)/)+)((4(92-)/)(6(36-)-)*)/)
(((8*6)+((0/4)+(8*5)))*((6*(3*1))-((9-8)*2)))	(*(+(*86)(+(/04)(*85)))(-(*6(*31))(*(-98)2)))	(((86*)((04/)(85*)+)+)((6(31*)*)((98-)2*)-)*)
(((0-1)-((4*0)-(8+6)))*((4-(9/8))/((2+1)+(5*8))))	(*(-(-01)(-(*40)(+86)))(/(-4(/98))(+(+21)(*58))))	(((01-)((40*)(86+)-)-)((4(98/)-)((21+)(58*)+)/)*)
(((9+8)-((7/4)-(7*7)))+(((9+1)-1)-7))	(+(-(+98)(-(/74)(*77)))(-(-(+91)1)7))	(((98+)((74/)(77*)-)-)(((91+)1-)7-)+)
(((0-2)-((7+9)/(1+9)))+(((7+3)+8)-(3/3)))	(+(-(-02)(/(+79)(+19)))(-(+(+73)8)(/33)))	(((02-)((79+)(19+)/)-)(((73+)8+)(33/)-)+)
(((8-8)*((1+3)+(8/5)))-(((7-1)-5)-(7*(7/6))))	(-(*(-88)(+(+13)(/85)))(-(-(-71)5)(*7(/76))))	(((88-)((13+)(85/)+)*)(((71-)5-)(7(76/)*)-)-)
(((5*9)/((6*0)*(8-2)))/(((9/0)*9)*((8/2)/3)))	(/(/(*59)(*(*60)(-82)))(*(*(/90)9)(/(/82)3)))	(((59*)((60*)(82-)*)/)(((90/)9*)((82/)3/)*)/)
(((1*0)-((6*1)/(1-6)))/(((7*4)/3)+((6/3)-(3+9))))	(/(-(*10)(/(*61)(-16)))(+(/(*74)3)(-(/63)(+39))))	(((10*)((61*)(16-)/)-)(((74*)3/)((63/)(39+)-)+)/)
(((6/2)*((7/7)*(4-9)))*(((5+7)+(1*9))*5))	(*(*(/62)(*(/77)(-49)))(*(+(+57)(*19))5))	(((62/)((77/)(49-)*)*)(((57+)(19*)+)5*)*)
(((4*5)-((3/3)/(2-2)))/(((2/2)*(0/5))*(4+5)))	(/(-(*45)(/(/33)(-22)))(*(*(/22)(/05))(+45)))	(((45*)((33/)(22-)/)-)(((22/)(05/)*)(45+)*)/)
(((2-8)-((7*1)/(4-2)))/(((4/3)-(4/1))*(3-(5+6))))	(/(-(-28)(/(*71)(-42)))(*(-(/43)(/41))(-3(+56))))	(((28-)((71*)(42-)/)-)(((43/)(41/)-)(3(56+)-)*)/)
(((0-8)-((6*5)+(5/0)))*(((2+6)/(1+0))-((2-5)*9)))	(*(-(-08)(+(*65)(/50)))(-(/(+26)(+10))(*(-25)9)))	(((08-)((65*)(50/)+)-)(((26+)(10+)/)((25-)9*)-)*)
(((0-1)+((2+4)*(9-2)))+(((1+4)+(3+4))/((5+0)/(1-3))))	(+(+(-01)(*(+24)(-92)))(/(+(+14)(+34))(/(+50)(-13))))	(((01-)((24+)(92-)*)+)(((14+)(34+)+)((50+)(13-)/)/)+)
(((9/(0+8))+0)*0)	(*(+(/9(+08))0)0)	(((9(08+)/)0+)0*)
(((1+(9*9))-4)-(6/3))	(-(-(+1(*99))4)(/63))	(((1(99*)+)4-)(63/)-)
(((2+(6*5))/7)-(6/(0/8)))	(-(/(+2(*65))7)(/6(/08)))	(((2(65*)+)7/)(6(08/)/)-)
(((2/(8*1))/0)/(0-(5-(4+4))))	(/(/(/2(*81))0)(-0(-5(+44))))	(((2(81*)/)0/)(0(5(44+)-)-)/)
(((0/(8+2))*6)*(1/((4*9)+4)))	(*(*(/0(+82))6)(/1(+(*49)4)))	(((0(82+)/)6*)(1((49*)4+)/)*)
(((6-(5-1))/7)/(2-((8+9)*(7-8))))	(/(/(-6(-51))7)(-2(*(+89)(-78))))	(((6(51-)-)7/)(2((89+)(78-)*)-)/)
(((0/(7/5))/4)-((1-6)*1))	(-(/(/0(/75))4)(*(-16)1))	(((0(75/)/)4/)((16-)1*)-)
(((9*(7+6))/8)-((5*2)/(2+9)))	(-(/(*9(+76))8)(/(*52)(+29)))	(((9(76+)*)8/)((52*)(29+)/)-)
(((0/(2*6))-9)-((7*5)-(7/(5+2))))	(-(-(/0(*26))9)(-(*75)(/7(+52))))	(((0(26*)/)9-)((75*)(7(52+)/)-)-)
(((4*(0-8))-9)*((8/3)/((6+3)/7)))	(*(-(*4(-08))9)(/(/83)(/(+63)7)))	(((4(08-)*)9-)((83/)((63+)7/)/)*)
(((4/(0/1))/5)/((3/7)-((6-1)+(8/0))))	(/(/(/4(/01))5)(-(/37)(+(-61)(/80))))	(((4(01/)/)5/)((37/)((61-)(80/)+)-)/)
(((7-(6-6))+9)-((3*(8*1))/8))	(-(+(-7(-66))9)(/(*3(*81))8))	(((7(66-)-)9+)((3(81*)*)8/)-)
(((7/(0/0))/5)/((7+(0*1))/(8*6)))	(/(/(/7(/00))5)(/(+7(*01))(*86)))	(((7(00/)/)5/)((7(01*)+)(86*)/)/)
(((0-(2+0))*1)+((6+(9*3))-(9/(5*0))))	(+(*(-0(+20))1)(-(+6(*93))(/9(*50))))	(((0(20+)-)1*)((6(93*)+)(9(50*)/)-)+)
(((6/(3/8))/8)/((7+(7/1))+((7-6)-0)))	(/(/(/6(/38))8)(+(+7(/71))(-(-76)0)))	(((6(38/)/)8/)((7(71/)+)((76-)0-)+)/)
(((1+(2*5))+0)-((0/(8+5))+((6+3)+(9-2))))	(-(+(+1(*25))0)(+(/0(+85))(+(+63)(-92))))	(((1(25*)+)0+)((0(85+)/)((63+)(92-)+)+)-)
(((3*(3/5))+8)/(((8/4)*8)*6))	(/(+(*3(/35))8)(*(*(/84)8)6))	(((3(35/)*)8+)(((84/)8*)6*)/)
(((2+(0+9))/5)*(((3-3)/5)/(0-7)))	(*(/(+2(+09))5)(/(/(-33)5)(-07)))	(((2(09+)+)5/)(((33-)5/)(07-)/)*)
(((2+(4-5))/8)*(((2-9)*5)/(6-(2*0))))	(*(/(+2(-45))8)(/(*(-29)5)(-6(*20))))	(((2(45-)+)8/)(((29-)5*)(6(20*)-)/)*)
(((7/(2/7))/4)/(((5*1)/3)+((8-8)+0)))	(/(/(/7(/27))4)(+(/(*51)3)(+(-88)0)))	(((7(27/)/)4/)(((51*)3/)((88-)0+)+)/)
(((5+(7/8))-7)+(((8+6)*7)*((6*1)-(1/3))))	(+(-(+5(/78))7)(*(*(+86)7)(-(*61)(/13))))	(((5(78/)+)7-)(((86+)7*)((61*)(13/)-)*)+)
(((7+(7-0))*6)-(((6/7)*(5-6))/1))	(-(*(+7(-70))6)(/(*(/67)(-56))1))	(((7(70-)+)6*)(((67/)(56-)*)1/)-)
(((8+(4/4))/8)+(((5/5)*(6*3))*(3/6)))	(+(/(+8(/44))8)(*(*(/55)(*63))(/36)))	(((8(44/)+)8/)(((55/)(63*)*)(36/)*)+)
(((9/(2-2))-5)/(((3*8)/(5*1))-(5+(7/9))))	(/(-(/9(-22))5)(-(/(*38)(*51))(+5(/79))))	(((9(22-)/)5-)(((38*)(51*)/)(5(79/)+)-)/)
(((5+(0/9))+4)/(((7/9)*(8*7))/((0/2)+7)))	(/(+(+5(/09))4)(/(*(/79)(*87))(+(/02)7)))	(((5(09/)+)4+)(((79/)(87*)*)((02/)7+)/)/)
(((2-(8-7))/3)/(((3+2)+(9*5))-((4-4)*(3/0))))	(/(/(-2(-87))3)(-(+(+32)(*95))(*(-44)(/30))))	(((2(87-)-)3/)(((32+)(95*)+)((44-)(30/)*)-)/)
(((3/(5*1))*(2+2))-7)	(-(*(/3(*51))(+22))7)	(((3(51*)/)(22+)*)7-)
(((2*(4*4))*(5-5))*(6/4))	(*(*(*2(*44))(-55))(/64))	(((2(44*)*)(55-)*)(64/)*)
(((6-(3/9))+(0+9))*(6*(4-7)))	(*(+(-6(/39))(+09))(*6(-47)))	(((6(39/)-)(09+)+)(6(47-)*)*)
(((0+(7*4))+(2*0))*(1/(0+(0*3))))	(*(+(+0(*74))(*20))(/1(+0(*03))))	(((0(74*)+)(20*)+)(1(0(03*)+)/)*)
(((4+(2-6))*(7/6))+(2*((1-0)*7)))	(+(*(+4(-26))(/76))(*2(*(-10)7)))	(((4(26-)+)(76/)*)(2((10-)7*)*)+)
(((5+(3+6))-(1*7))+(9/((0*4)-(4*2))))	(+(-(+5(+36))(*17))(/9(-(*04)(*42))))	(((5(36+)+)(17*)-)(9((04*)(42*)-)/)+)
(((2*(8/6))/(0+7))*((6+7)/1))	(*(/(*2(/86))(+07))(/(+67)1))	(((2(86/)*)(07+)/)((67+)1/)*)
(((9-(0+5))-(5/0))/((8+3)+(5-3)))	(/(-(-9(+05))(/50))(+(+83)(-53)))	(((9(05+)-)(50/)-)((83+)(53-)+)/)
(((0/(8-7))/(1*8))-((2+1)/(1+(4-0))))	(-(/(/0(-87))(*18))(/(+21)(+1(-40))))	(((0(87-)/)(18*)/)((21+)(1(40-)+)/)-)
(((6/(5+0))/(3/1))/((7/6)/((8+9)*1)))	(/(/(/6(+50))(/31))(/(/76)(*(+89)1)))	(((6(50+)/)(31/)/)((76/)((89+)1*)/)/)
(((5/(7*7))-(2*9))-((8/7)+((8*9)-(6/1))))	(-(-(/5(*77))(*29))(+(/87)(-(*89)(/61))))	(((5(77*)/)(29*)-)((87/)((89*)(61/)-)+)-)
(((7+(6-7))+(3*0))/((5-(0-0))*1))	(/(+(+7(-67))(*30))(*(-5(-00))1))	(((7(67-)+)(30*)+)((5(00-)-)1*)/)
(((3+(2-9))+(7+7))-((9-(0*7))/(5*3)))	(-(+(+3(-29))(+77))(/(-9(*07))(*53)))	(((3(29-)+)(77+)+)((9(07*)-)(53*)/)-)
(((9/(1*5))*(2*9))+((2*(1*1))-(5*(2/3))))	(+(*(/9(*15))(*29))(-(*2(*11))(*5(/23))))	(((9(15*)/)(29*)*)((2(11*)*)(5(23/)*)-)+)
(((1+(4*5))-(6/5))/((6+(6*0))/((1+7)*8)))	(/(-(+1(*45))(/65))(/(+6(*60))(*(+17)8)))	(((1(45*)+)(65/)-)((6(60*)+)((17+)8*)/)/)
(((7-(3*7))-(9/1))/((3*(0*1))-((7-6)+(5/1))))	(/(-(-7(*37))(/91))(-(*3(*01))(+(-76)(/51))))	(((7(37*)-)(91/)-)((3(01*)*)((76-)(51/)+)-)/)
(((5*(9*7))-(4-6))/(((7+7)/5)*9))	(/(-(*5(*97))(-46))(*(/(+77)5)9))	(((5(97*)*)(46-)-)(((77+)5/)9*)/)
(((2-(2*8))-(3*8))+(((3-7)/6)/(9-4)))	(+(-(-2(*28))(*38))(/(/(-37)6)(-94)))	(((2(28*)-)(38*)-)(((37-)6/)(94-)/)+)
(((1/(1+3))*(8/8))+(((4/8)+6)*(3*(7*7))))	(+(*(/1(+13))(/88))(*(+(/48)6)(*3(*77))))	(((1(13+)/)(88/)*)(((48/)6+)(3(77*)*)*)+)
(((1*(1+1))*(7-0))-(((8-5)+0)/((1+8)-8)))	(-(*(*1(+11))(-70))(/(+(-85)0)(-(+18)8)))	(((1(11+)*)(70-)*)(((85-)0+)((18+)8-)/)-)
(((9/(4/4))/(4+6))+(((8*5)*0)-((1/5)-(8+9))))	(+(/(/9(/44))(+46))(-(*(*85)0)(-(/15)(+89))))	(((9(44/)/)(46+)/)(((85*)0*)((15/)(89+)-)-)+)
(((0-(9+2))-(4/5))/(((2-8)-(6*6))*7))	(/(-(-0(+92))(/45))(*(-(-28)(*66))7))	(((0(92+)-)(45/)-)(((28-)(66*)-)7*)/)
(((9-(6*2))-(9*1))/(((4+0)*(1+6))-(6/9)))	(/(-(-9(*62))(*91))(-(*(+40)(+16))(/69)))	(((9(62*)-)(91*)-)(((40+)(16+)*)(69/)-)/)
(((7-(5+2))+(2*1))+(((2-7)/(5/1))*(6-(3*4))))	(+(+(-7(+52))(*21))(*(/(-27)(/51))(-6(*34))))	(((7(52+)-)(21*)+)(((27-)(51/)/)(6(34*)-)*)+)
(((3-(7/5))-(8/6))-(((9+3)*(8*0))-((7/9)-1)))	(-(-(-3(/75))(/86))(-(*(+93)(*80))(-(/79)1)))	(((3(75/)-)(86/)-)(((93+)(80*)*)((79/)1-)-)-)
(((5/(8*7))-(3/4))+(((1*7)+(4-3))-((9/0)-(9-4))))	(+(-(/5(*87))(/34))(-(+(*17)(-43))(-(/90)(-94))))	(((5(87*)/)(34/)-)(((17*)(43-)+)((90/)(94-)-)-)+)
(((9-(8*9))*(5-(7*0)))-5)	(-(*(-9(*89))(-5(*70)))5)	(((9(89*)-)(5(70*)-)*)5-)
(((3+(0-5))-(5*(6/9)))*(7/7))	(*(-(+3(-05))(*5(/69)))(/77))	(((3(05-)+)(5(69/)*)-)(77/)*)
(((1/(6-6))-(0-(2-3)))/(5*(9-6)))	(/(-(/1(-66))(-0(-23)))(*5(-96)))	(((1(66-)/)(0(23-)-)-)(5(96-)*)/)
(((1+(5+5))+(9+(3+9)))-(8*(6+(2-0))))	(-(+(+1(+55))(+9(+39)))(*8(+6(-20))))	(((1(55+)+)(9(39+)+)+)(8(6(20-)+)*)-)
